,Polarity,Tweet,Tweet_final_sent_lexicons
664154,1,@humaniform There are good elements from 4e that I'd use in a hybridized #dnd game though. ,MENTION good elements would use hybridized HASHTAG dnd game though POSITIVE NEGATIVE POSITIVE NEGATIVE
370866,1,@vordogh aww good luck. ,MENTION aww good luck POSITIVE NEGATIVE POSITIVE NEGATIVE
378473,0,@RealAudreyKitch awwww take a good care ,MENTION aw WEBSITE good care POSITIVE POSITIVE NEGATIVE POSITIVE POSITIVE NEGATIVE
58999,0,Not feeling so good today!  Please pray for me! Thank you!,not NEG_feeling NEG_so good today please pray thank POSITIVE POSITIVE NEGATIVE POSITIVE POSITIVE NEGATIVE
413987,1,"good night twitter addicts  have a very nice week. leaving diego on saturday, east coast here i come!!!im going to miss CALI!!!!!",good night twitter addicts nice week leaving diego saturday east coast WEBSITE eim going miss cali POSITIVE POSITIVE POSITIVE POSITIVE NEGATIVE NEGATIVE NEGATIVE POSITIVE POSITIVE POSITIVE POSITIVE NEGATIVE NEGATIVE NEGATIVE
136259,1,is passing out for the night! its been a good day!!! ,passing night good POSITIVE POSITIVE POSITIVE POSITIVE
69111,0,A ghost in the house is never a good thing. Especially when she dislikes other females ,ghost house never good thing especially dislikes females POSITIVE NEGATIVE POSITIVE NEGATIVE
137035,1,@bkGirlFriday Of course! But that is not really what I meant. It was a Seinfeld reference to your sneeze. Not a good one I guess. ,MENTION course not NEG_really NEG_what meant seinfeld reference sneeze not good one guess POSITIVE POSITIVE NEGATIVE NEGATIVE POSITIVE POSITIVE NEGATIVE NEGATIVE
473030,0,is not off to a good start...i forgot my ipod ,not NEG_off NEG_to good start forgot ipod POSITIVE NEGATIVE NEGATIVE NEGATIVE POSITIVE NEGATIVE NEGATIVE NEGATIVE
494065,1,good morning everone feel that positive energy this morning  feeling good,good morning everone feel positive energy morning feeling good POSITIVE POSITIVE NEGATIVE NEGATIVE POSITIVE POSITIVE NEGATIVE NEGATIVE
435170,1,"@justinkendall I've been delaying work, as well...playing is def mindless &amp; is a good distraction! My goal is to be at Level 7 by tonite! ",MENTION delaying work well playing def mindless good distraction goal level tonite POSITIVE POSITIVE POSITIVE NEGATIVE POSITIVE POSITIVE POSITIVE NEGATIVE
416112,0,"has a 100.7 degree fever, chills and aches.. :/ odd symptoms and very annoying..  pray for me! good night!",degree fever chills aches EMOJI odd symptoms annoying pray good night POSITIVE POSITIVE NEGATIVE NEGATIVE NEGATIVE POSITIVE POSITIVE NEGATIVE NEGATIVE NEGATIVE
152884,1,@fruityalexia nothing wrong with getting home at 5am   aslong as you had a good night,MENTION nothing wrong getting home aslong good night POSITIVE POSITIVE NEGATIVE NEGATIVE POSITIVE POSITIVE NEGATIVE NEGATIVE
304895,1,"AWAKE!  It was only a 3-hour late night/early morning power nap, but it's all good hahaha.",awake hour late nightearly morning power nap good laaugh POSITIVE POSITIVE NEGATIVE NEGATIVE POSITIVE POSITIVE NEGATIVE NEGATIVE
380843,0,Raining hard.... not a good start to the day.  Got to pack up all my belongings into a car in this rain ,raining hard not NEG_good NEG_start got pack belongings car rain NEGATIVE NEGATIVE NEGATIVE NEGATIVE NEGATIVE NEGATIVE NEGATIVE NEGATIVE NEGATIVE NEGATIVE NEGATIVE NEGATIVE
606253,1,"Fried chicken and pink lemonade -- mmm, mmm good ",fried chicken pink lemonade good POSITIVE POSITIVE
511292,1,Tired and on my way home from emilys  good little visit,tired way home emilys good little visit POSITIVE POSITIVE NEGATIVE POSITIVE POSITIVE NEGATIVE
365208,1,is now getting ready for bed and saying good night to you all ,getting ready bed saying good night POSITIVE POSITIVE POSITIVE POSITIVE POSITIVE POSITIVE
335572,1,"@guytustin I like seeing ur picture pop up, that's good enough for me ",MENTION like seeing ur picture pop good enough POSITIVE POSITIVE POSITIVE POSITIVE
18003,1,"getting some clothes on, then eat some good fooooood  yummy",getting clothes eat good food yummy POSITIVE POSITIVE POSITIVE POSITIVE
472622,0,sun going in  really should live somewhere hot it improves my mood so much...england clearly isn't good for me!,sun going really live somewhere hot improves mood much england clearly not NEG_good NEG_for NEGATIVE NEGATIVE NEGATIVE NEGATIVE NEGATIVE NEGATIVE
745161,0,Ahhhh lunch was good. Back to work.  take care of your livers yall don't want it to look like this.http://yfrog.com/6pb93j,ahh lunch good back work take care livers yall not NEG_want NEG_it laaughk like URL POSITIVE POSITIVE POSITIVE NEGATIVE NEGATIVE POSITIVE POSITIVE POSITIVE NEGATIVE NEGATIVE
90076,0,@flukewoman That doesn't sound good.  Hope you feel better soon.,MENTION not NEG_sound NEG_good hope feel better soon POSITIVE NEGATIVE NEGATIVE POSITIVE NEGATIVE NEGATIVE
13478,1,I just watched the movie &quot;THE NOTEBOOK&quot; &amp; it was a good film ,watched movie notebook good film POSITIVE POSITIVE POSITIVE POSITIVE
705881,1,"@brknglassstudio good night==good.  Bed==good.  I'm in bed. Therefore, it's all good.  Night.  ",MENTION good nightgood bedgood bed therefore good night POSITIVE POSITIVE POSITIVE POSITIVE
761295,0,"@soonjae UGH!  oh my that sucks, so sorry!    at least it was good seeing you here in the chi!  hope you 2 had fun!",MENTION ugh oh sucks sorry least good seeing chi hope fun POSITIVE POSITIVE NEGATIVE NEGATIVE NEGATIVE POSITIVE POSITIVE NEGATIVE NEGATIVE NEGATIVE
118874,1,Hey Stu did you see the cool 'family' picture on Jess' facebook?  Soo good to see You All ,hey stu see cool family picture jess facebook soo good see POSITIVE POSITIVE POSITIVE POSITIVE NEGATIVE POSITIVE POSITIVE POSITIVE POSITIVE NEGATIVE
92331,1,hmm gotcha. good luck with that  @erin_alisha,hmm gotcha good luck MENTION POSITIVE POSITIVE
35138,1,"@rhythmnation eating cheese &amp; pate, drinking Pinot grigio, overlooking the harbour..... life is too good ",MENTION eating cheese pate drinking pinot grigio overlaaughking harbour life good POSITIVE POSITIVE POSITIVE POSITIVE
29157,0,i can't concentrate for the life of me.. this is not good ,ca not NEG_concentrate NEG_for life not good POSITIVE NEGATIVE NEGATIVE POSITIVE NEGATIVE NEGATIVE
694680,1,@sarahdope thank's i need to read that today  today is a good day,MENTION thank need read today today good POSITIVE POSITIVE NEGATIVE POSITIVE POSITIVE NEGATIVE
178637,0,i miss my old phone it worked so good until i dropped it  i want a new one for my birthday...,miss old phone worked good dropped want new one birthday POSITIVE POSITIVE POSITIVE NEGATIVE NEGATIVE NEGATIVE NEGATIVE POSITIVE POSITIVE POSITIVE NEGATIVE NEGATIVE NEGATIVE NEGATIVE
9211,0,"Just got back from Thaipot and I really missed everything about it, sad to say goodbye. ",got back thaipot really missed everything sad say goodbye NEGATIVE NEGATIVE NEGATIVE NEGATIVE NEGATIVE NEGATIVE NEGATIVE NEGATIVE NEGATIVE NEGATIVE
431825,1,@njvinnie Ah Smile Empty Soul.  Now there's some good music ,MENTION ah smile empty soul good music POSITIVE POSITIVE POSITIVE NEGATIVE POSITIVE POSITIVE POSITIVE NEGATIVE
453587,0,In bed with freezing toes  but the apprentice final was fab + have more goodies for sale.,bed freezing toes apprentice final fab goodies sale POSITIVE NEGATIVE NEGATIVE POSITIVE NEGATIVE NEGATIVE
116888,0,Had a great time last evening. But still has chores to do and I'm not feeling good today either.   ,great time last evening still chores not NEG_feeling NEG_good today either POSITIVE POSITIVE NEGATIVE NEGATIVE NEGATIVE NEGATIVE POSITIVE POSITIVE NEGATIVE NEGATIVE NEGATIVE NEGATIVE
560472,1,"@burntbroccoli @thecraigmorris it's all good  just quite interesting to see the twanalyst results, though perilously close to a FB quiz...",MENTION MENTION good quite interesting see twanalyst results though perilously close fb quiz POSITIVE POSITIVE POSITIVE POSITIVE NEGATIVE POSITIVE POSITIVE POSITIVE POSITIVE NEGATIVE
300550,0,Dropped my new phone on the pavement. Now my white Incase is scuffed for good ,dropped new phone pavement white incase scuffed good POSITIVE POSITIVE NEGATIVE NEGATIVE POSITIVE POSITIVE NEGATIVE NEGATIVE
314134,1,Wow.. I forgot how good Alice in Wonderland is  Classic!!,wow forgot good alice wonderland classic POSITIVE NEGATIVE POSITIVE NEGATIVE
215188,0,checking the weather forecastfor this week. NOTlooking so good. its either very hot or heavy downpour. ,checking weather forecastfor week notlaaughking good either hot heavy downpour POSITIVE POSITIVE NEGATIVE NEGATIVE NEGATIVE NEGATIVE POSITIVE POSITIVE NEGATIVE NEGATIVE NEGATIVE NEGATIVE
241458,1,@AhhPhotography LOL...good point   Or cat-flavored dogfood ,MENTION laugh good point catflavored dogfood POSITIVE POSITIVE POSITIVE POSITIVE
228910,1,Glen Helen Practice tomorrow. Hopefully we can commandeer some signs/banners. And get good pics ,glen helen practice tomorrow hopefully WEBSITE mandeer signsbanners good pics POSITIVE POSITIVE POSITIVE POSITIVE POSITIVE POSITIVE
21508,0,"@missgems Oh, that's not good my deary  hope you're feeling bettersooon and printers should have built in power supplies! ? xx",MENTION oh not NEG_good NEG_my deary hope feeling bettersoon printers built power supplies NEGATIVE NEGATIVE NEGATIVE NEGATIVE
107815,1,"@SuzeBoozey LOL good to know the time in LA, it's a 9h time difference ... @gorjess1 good morning to ya ",MENTION laugh good know time la time difference MENTION good morning POSITIVE POSITIVE POSITIVE POSITIVE POSITIVE POSITIVE POSITIVE POSITIVE
7309,1,@mparaz Sounds like a good weekend to spend. ,MENTION sounds like good weekend spend POSITIVE POSITIVE
663629,1,@Lauz41 ahh goodnight!! ,MENTION ahh goodnight POSITIVE POSITIVE
650724,1,oh so tired. went to the drive in tonight and saw the hangover  then @ren_nae 's. cant wait 4 renaes bday nxt saturday! ahhhh goodnight.,oh tired went drive tonight saw hangover MENTION not NEG_wait NEG_renaes bday nxt saturday ahh goodnight POSITIVE POSITIVE NEGATIVE NEGATIVE NEGATIVE POSITIVE POSITIVE NEGATIVE NEGATIVE NEGATIVE
406687,1,@himynameisalan lol. sucks for you. if the came to my house i still couldn't see them. well that's a slight exaggeration.. i'm good. you? ,MENTION laugh sucks came house still could not NEG_see NEG_them well slight exaggeration good POSITIVE POSITIVE POSITIVE NEGATIVE NEGATIVE NEGATIVE NEGATIVE NEGATIVE POSITIVE POSITIVE POSITIVE NEGATIVE NEGATIVE NEGATIVE NEGATIVE NEGATIVE
621230,1,"In subspace, this place is rammed with good looking people ",subspace place rammed good laaughking people POSITIVE POSITIVE
486510,0,Been ill all day with flu type thing. Not good losing a whole day ,ill flu type thing not NEG_good NEG_losing whole NEGATIVE NEGATIVE NEGATIVE NEGATIVE NEGATIVE NEGATIVE NEGATIVE NEGATIVE
734436,1,@linnyrome yea! i passed through it the other day i believe...i'm not too good with directions haha ,MENTION yea passed believe not NEG_too NEG_good directions laaugh POSITIVE POSITIVE NEGATIVE POSITIVE POSITIVE NEGATIVE
791942,0,"Nothing's good about this morning, quiz 2 day and I'm 2 sleepy.  just wanna go back 2 zzzzzzz",nothing good morning quiz sleepy wanna back POSITIVE NEGATIVE NEGATIVE NEGATIVE POSITIVE NEGATIVE NEGATIVE NEGATIVE
10419,1,Woke up because of a nightmare caused by the graph editor in Maya being misused... And truly feels like a geek now... But in a good way ,woke nightmare caused graph editor maya misused truly feels like geek good way POSITIVE POSITIVE NEGATIVE NEGATIVE POSITIVE POSITIVE NEGATIVE NEGATIVE
100848,0,playing mouthwash by kate nash on piano. the song's too cute for it's own good. i need an HD camera dammit! ,playing mouthwash kate nash piano song cute good need hd camera dammit POSITIVE POSITIVE POSITIVE POSITIVE NEGATIVE NEGATIVE NEGATIVE POSITIVE POSITIVE POSITIVE POSITIVE NEGATIVE NEGATIVE NEGATIVE
296227,1,is happy and proud of her son's good grades! ,happy proud son good grades POSITIVE POSITIVE POSITIVE POSITIVE POSITIVE POSITIVE
288537,1,Today i see my family. It will be a good day ,today see family good POSITIVE POSITIVE POSITIVE POSITIVE
581438,1,"@Andrew05151 i thought you were gonna stick with the apocalypse theme? but i like it  i love you, have a good time at the wedding tmrw!",MENTION thought gonna stick apocalypse theme like love good time wedding tmrw POSITIVE POSITIVE POSITIVE POSITIVE NEGATIVE POSITIVE POSITIVE POSITIVE POSITIVE NEGATIVE
384435,1,@AlyxxDione Thats good...Im good thanx ,MENTION thats good good thanx POSITIVE POSITIVE POSITIVE POSITIVE
585379,0,12 Hour Shifts are good. But damn! Im tired. ,hour shifts good damn tired POSITIVE NEGATIVE NEGATIVE POSITIVE NEGATIVE NEGATIVE
256424,0,Its weekends like this one that I wish I was still a student...I don't wanna go wrk 2morrow if the weather is good ,weekends like one wish still student not NEG_wanna NEG_go wrk morrow weather good POSITIVE NEGATIVE NEGATIVE NEGATIVE NEGATIVE NEGATIVE POSITIVE NEGATIVE NEGATIVE NEGATIVE NEGATIVE NEGATIVE
89160,1,it feels good to be wanted ,feels good wanted POSITIVE NEGATIVE NEGATIVE POSITIVE NEGATIVE NEGATIVE
451713,0,"@tommcfly ok, if you say &quot;sorry&quot; again i will go to chile just to kick your ass, and why celebrate? south america was good wasn't? ",MENTION ok say sorry chile kick ass celebrate south america good not POSITIVE POSITIVE NEGATIVE NEGATIVE POSITIVE POSITIVE NEGATIVE NEGATIVE
445350,1,@TeamTisdale1 How are you doing? Im doing good  &lt;3 Im bored!!,MENTION good lt bored POSITIVE POSITIVE NEGATIVE POSITIVE POSITIVE NEGATIVE
280282,1,@PrincessSuperC that will be a really good tour cause both of y'all are excellent dancers ,MENTION really good tour cause excellent dancers POSITIVE POSITIVE NEGATIVE POSITIVE POSITIVE NEGATIVE
247466,0,Anybody out there good at beating IE6 into submission? I need some help with a site. IE completely and utterly butchers the layout ,anybody good beating ie submission need help site WEBSITE pletely utterly butchers layout POSITIVE NEGATIVE POSITIVE NEGATIVE
180040,1,good luck to everyone doing their maths GCSE today! ,good luck everyone maths gcse today POSITIVE POSITIVE POSITIVE POSITIVE
290378,0,"waking up from a long but good nap,  now to school ",waking long good nap school POSITIVE NEGATIVE NEGATIVE POSITIVE NEGATIVE NEGATIVE
173259,1,"goodnight everybody!!! tomorrow school (I won't go)  love you all, God bless you &lt;333",goodnight everybody tomorrow school wo not NEG_go NEG_love god bless lt POSITIVE POSITIVE POSITIVE NEGATIVE NEGATIVE NEGATIVE POSITIVE POSITIVE POSITIVE NEGATIVE NEGATIVE NEGATIVE
772998,1,"wooooh! first day of classes! darn... it's raining... tsk. but anyways, good thing all my classes this morning went okay!!! ",wooh first classes darn raining tsk anyways good thing classes morning went okay POSITIVE POSITIVE NEGATIVE NEGATIVE NEGATIVE POSITIVE POSITIVE NEGATIVE NEGATIVE NEGATIVE
387578,0,lions lost  by 6 points sighhhh....good last quarter though. at least we didn't lose all our dignity! haaaaa http://bit.ly/3Oqe9l,lions lost points sighh good last quarter though least not NEG_lose NEG_all dignity laaugh URL POSITIVE POSITIVE NEGATIVE NEGATIVE NEGATIVE NEGATIVE POSITIVE POSITIVE NEGATIVE NEGATIVE NEGATIVE NEGATIVE
100414,1,"@roel247 Thank you good sir, it has been a surprisingly good afternoon, very productive ",MENTION thank good sir surprisingly good afternoon productive POSITIVE POSITIVE POSITIVE POSITIVE POSITIVE POSITIVE POSITIVE POSITIVE POSITIVE POSITIVE
214716,1,Todays a good day. In ss were watching a movie. We have an assembly in fourth per and i didnt do my hw forthat class ,todays good watching movie assembly fourth per not NEG_do NEG_my hw forthat class POSITIVE POSITIVE POSITIVE NEGATIVE NEGATIVE NEGATIVE POSITIVE POSITIVE POSITIVE NEGATIVE NEGATIVE NEGATIVE
512164,1,good morning my fellow tweethearts. wow still dizzy from chat room experience yesterday ,good morning fellow tweethearts wow still dizzy chat room experience yesterday POSITIVE POSITIVE POSITIVE NEGATIVE POSITIVE POSITIVE POSITIVE NEGATIVE
296827,1,"@misstiffanyblue - good luck this weekend, t! sounds like its gonna be a superfun race ",MENTION good luck weekend sounds like gonna superfun race POSITIVE POSITIVE
329792,1,@jordan819 I would be good!! ,MENTION would good POSITIVE POSITIVE
197796,0,"I shall kern you and fix you tomorrow good sir! Plus, your colours be wrong  http://twitpic.com/69507",shall kern fix tomorrow good sir plus colours wrong URL POSITIVE POSITIVE POSITIVE NEGATIVE POSITIVE POSITIVE POSITIVE NEGATIVE
99095,1,@CDPappas thanks!  it was pretty good.... ,MENTION thanks pretty good POSITIVE POSITIVE POSITIVE POSITIVE POSITIVE POSITIVE
566452,0,"@plumlipstick I may also be a bit guilty of making a nuanced argument, something I know NFB leadership is far too good at doing. ",MENTION may also bit guilty making nuanced argument something know nfb leadership far good POSITIVE POSITIVE NEGATIVE NEGATIVE POSITIVE POSITIVE NEGATIVE NEGATIVE
636654,0,very very sore legs  not good when I'll most likely have to stand/walk for the best part of 8 hours,sore legs not NEG_good NEG_when likely standwalk best part hours POSITIVE NEGATIVE NEGATIVE NEGATIVE POSITIVE NEGATIVE NEGATIVE NEGATIVE
